customer_id	age	age_group	plan_type	customer_value	subscription_in_months	complain_registered	lost_customer	nb_call_seconds	nb_calls	nb_lost_calls	nb_sms	nb_distinct_numbers
Client0820	30	Group_3	PayAsYouGo	1873.64	42	No	FALSE	7508	133	5	392	44
Client0821	45	Group_4	PayAsYouGo	338.125	42	No	FALSE	11465	160	9	19	48
Client0822	25	Group_2	PayAsYouGo	827.955	42	No	FALSE	6718	81	10	116	38
Client0824	55	Group_5	Contractual	171.51	41	No	FALSE	10435	99	23	9	43
Client0825	30	Group_3	PayAsYouGo	372.88	41	No	FALSE	5818	104	15	34	25
Client0826	30	Group_3	PayAsYouGo	146.72	39	No	FALSE	2840	28	3	8	15
Client0830	45	Group_4	PayAsYouGo	62.475	41	No	FALSE	1668	31	3	8	7
Client0831	55	Group_5	PayAsYouGo	136.32	38	No	FALSE	6785	103	5	22	23
Client0833	55	Group_5	PayAsYouGo	23.22	41	No	FALSE	338	10	2	12	3
Client0834	25	Group_2	PayAsYouGo	770.355	36	No	FALSE	16075	244	27	8	81
Client0835	30	Group_3	Contractual	1399.48	39	No	FALSE	6965	122	8	279	34
Client0836	30	Group_3	PayAsYouGo	192.24	41	No	FALSE	3718	88	4	10	29
Client0838	25	Group_2	PayAsYouGo	951.255	41	No	FALSE	2780	59	8	183	24
Client0839	30	Group_3	Contractual	858.28	32	Yes	TRUE	1315	42	6	201	12
Client0840	55	Group_5	PayAsYouGo	81.195	31	No	FALSE	1568	45	6	38	69
Client0843	25	Group_2	PayAsYouGo	178.335	30	No	FALSE	1225	38	12	27	14
Client0844	30	Group_3	PayAsYouGo	195.68	30	No	FALSE	3225	67	4	16	24
Client0845	30	Group_3	PayAsYouGo	213.08	23	No	FALSE	1695	32	4	36	15
Client0846	25	Group_2	Contractual	712.755	22	No	FALSE	6392	147	18	93	43
Client0847	55	Group_5	PayAsYouGo	258.135	20	No	FALSE	8932	177	14	81	41
Client0848	30	Group_3	PayAsYouGo	272.12	21	No	FALSE	2852	51	10	39	20
Client0849	30	Group_3	PayAsYouGo	1069.44	14	No	FALSE	4390	46	4	223	11
Client0850	30	Group_3	PayAsYouGo	92.48	14	Yes	TRUE	1487	25	5	8	8
Client0851	30	Group_3	PayAsYouGo	326.48	39	No	FALSE	5080	82	14	30	17
Client0853	30	Group_3	PayAsYouGo	1597.36	38	No	FALSE	3163	71	16	367	24
Client0854	15	Group_1	PayAsYouGo	323.675	39	No	FALSE	4908	77	16	9	35
Client0855	25	Group_2	PayAsYouGo	187.74	39	No	FALSE	3103	69	9	10	33
Client0856	30	Group_3	PayAsYouGo	343.12	39	No	FALSE	4485	93	17	40	28
Client0857	30	Group_3	PayAsYouGo	1296.8	39	No	FALSE	3070	50	10	293	18
Client0858	30	Group_3	PayAsYouGo	1006.28	38	No	FALSE	9825	132	19	152	43
Client0859	30	Group_3	PayAsYouGo	618.52	39	No	FALSE	14483	180	13	8	44
Client0860	30	Group_3	PayAsYouGo	252.76	39	No	FALSE	5225	94	13	10	25
Client0861	30	Group_3	PayAsYouGo	329.36	39	No	FALSE	6628	106	12	15	12
Client0863	30	Group_3	PayAsYouGo	891.44	39	Yes	FALSE	15850	236	31	62	32
Client0864	30	Group_3	PayAsYouGo	2117.72	39	No	FALSE	3805	38	10	491	8
Client0865	25	Group_2	PayAsYouGo	1448.46	38	No	FALSE	16195	193	15	158	30
Client0866	30	Group_3	PayAsYouGo	1068.28	38	No	FALSE	7210	97	9	194	26
Client0870	30	Group_3	PayAsYouGo	1902.24	38	No	FALSE	8218	138	9	392	43
Client0871	45	Group_4	PayAsYouGo	356	38	No	FALSE	12175	165	13	19	47
Client0872	25	Group_2	PayAsYouGo	860.13	38	No	FALSE	7428	86	14	116	37
Client0874	55	Group_5	Contractual	182.235	37	No	FALSE	11145	104	27	9	42
Client0875	25	Group_2	PayAsYouGo	451.665	37	No	FALSE	6528	109	19	34	24
Client0876	30	Group_3	PayAsYouGo	175.32	35	No	FALSE	3550	33	7	8	14
Client0880	45	Group_4	PayAsYouGo	80.35	37	No	FALSE	2378	36	7	8	6
Client0881	55	Group_5	PayAsYouGo	147.045	34	No	FALSE	7495	108	9	22	22
Client0883	55	Group_5	PayAsYouGo	33.945	37	No	FALSE	1048	15	6	12	2
Client0884	25	Group_2	PayAsYouGo	802.53	32	Yes	FALSE	16785	249	31	8	80
Client0885	30	Group_3	Contractual	1428.08	35	Yes	FALSE	7675	127	12	279	33
Client0886	30	Group_3	PayAsYouGo	220.84	37	No	FALSE	4428	93	8	10	28
Client0888	25	Group_2	PayAsYouGo	983.43	37	No	FALSE	3490	64	12	183	23
Client0889	30	Group_3	Contractual	886.88	28	No	FALSE	2025	47	10	201	11
Client0890	45	Group_4	PayAsYouGo	153.2	27	No	FALSE	2278	50	10	38	68
Client0893	25	Group_2	PayAsYouGo	210.51	26	No	FALSE	1935	43	16	27	13
Client0894	30	Group_3	PayAsYouGo	224.28	26	No	FALSE	3935	72	8	16	23
Client0895	25	Group_2	PayAsYouGo	271.89	19	No	FALSE	2405	37	8	36	14
Client0896	25	Group_2	Contractual	744.93	18	No	FALSE	7102	152	22	93	42
Client0897	55	Group_5	PayAsYouGo	268.86	16	No	FALSE	9642	182	18	81	40
Client0898	30	Group_3	Contractual	300.72	17	No	FALSE	3562	56	14	39	19
Client0899	30	Group_3	PayAsYouGo	1098.04	10	No	FALSE	5100	51	8	223	10
Client0900	30	Group_3	PayAsYouGo	121.08	10	No	TRUE	2197	30	9	8	7
Client0901	25	Group_2	PayAsYouGo	167.4	37	No	FALSE	3660	60	2	0	17
Client0903	25	Group_2	PayAsYouGo	1583.64	36	No	FALSE	1743	49	4	334	24
Client0904	15	Group_1	PayAsYouGo	194.865	37	No	FALSE	3488	55	4	0	35
Client0905	15	Group_1	PayAsYouGo	95.15	37	No	FALSE	1683	47	0	0	33
Client0906	30	Group_3	PayAsYouGo	153.44	37	No	FALSE	3065	71	5	7	28
Client0907	30	Group_3	PayAsYouGo	1107.12	37	No	FALSE	1650	28	0	260	18
Client0908	30	Group_3	PayAsYouGo	816.6	36	No	FALSE	8405	110	7	119	43
Client0909	30	Group_3	PayAsYouGo	528.84	37	No	FALSE	13063	158	1	0	44
Client0910	30	Group_3	PayAsYouGo	155.08	37	No	FALSE	3805	72	1	0	25
Client0911	25	Group_2	PayAsYouGo	238.14	37	No	FALSE	5208	84	0	0	12
Client0913	30	Group_3	PayAsYouGo	701.76	37	No	FALSE	14430	214	19	29	32
Client0914	30	Group_3	PayAsYouGo	1928.04	37	No	FALSE	2385	16	0	458	8
Client0915	25	Group_2	PayAsYouGo	1235.07	36	No	FALSE	14775	171	3	125	30
Client0916	30	Group_3	PayAsYouGo	878.6	36	No	FALSE	5790	75	0	161	26
Client0920	25	Group_2	PayAsYouGo	1926.63	36	No	FALSE	6798	116	0	359	43
Client0921	30	Group_3	PayAsYouGo	435.92	36	No	FALSE	10755	143	1	0	47
Client0922	25	Group_2	PayAsYouGo	646.74	36	No	FALSE	6008	64	2	83	37
Client0924	45	Group_4	PayAsYouGo	245.175	35	No	FALSE	9725	82	15	0	42
Client0925	25	Group_2	PayAsYouGo	238.275	35	No	TRUE	5108	87	7	1	24
Client0926	30	Group_3	PayAsYouGo	85.64	33	No	FALSE	2130	11	0	0	14
Client0930	30	Group_3	PayAsYouGo	38.88	35	No	FALSE	958	14	0	0	6
Client0931	45	Group_4	PayAsYouGo	154.025	32	No	FALSE	6075	86	0	0	22
Client0933	55	Group_5	PayAsYouGo	0	35	No	FALSE	0	0	0	0	0
Client0934	25	Group_2	PayAsYouGo	701.64	30	No	FALSE	15365	227	19	0	80
Client0935	25	Group_2	Contractual	1393.2	33	No	FALSE	6255	105	0	246	33
Client0936	25	Group_2	PayAsYouGo	138.555	35	No	FALSE	3008	71	0	0	28
Client0938	25	Group_2	PayAsYouGo	770.04	35	No	FALSE	2070	42	0	150	23
Client0939	25	Group_2	Contractual	784.35	26	No	FALSE	605	25	0	168	11
Client0940	45	Group_4	PayAsYouGo	34.65	25	No	FALSE	858	28	0	5	68
Client0943	25	Group_2	PayAsYouGo	24.12	24	No	FALSE	515	21	4	0	13
Client0944	30	Group_3	PayAsYouGo	102.6	24	No	FALSE	2515	50	0	0	23
Client0945	25	Group_2	PayAsYouGo	58.5	17	No	FALSE	985	15	0	3	14
Client0946	15	Group_1	Contractual	649.66	16	No	FALSE	5682	130	10	60	42
Client0947	45	Group_4	PayAsYouGo	329.55	14	No	FALSE	8222	160	6	48	40
Client0948	30	Group_3	PayAsYouGo	111.04	15	No	FALSE	2142	34	2	6	19
Client0949	30	Group_3	PayAsYouGo	908.36	8	No	FALSE	3680	29	0	190	10
Client0950	30	Group_3	PayAsYouGo	31.4	8	No	TRUE	777	8	0	0	7
Client0951	30	Group_3	PayAsYouGo	197.64	38	No	FALSE	4370	71	8	5	17
Client0953	30	Group_3	PayAsYouGo	1536.52	37	No	FALSE	2453	60	10	359	24
Client0954	15	Group_1	PayAsYouGo	240.02	38	No	FALSE	4198	66	10	1	35
Client0955	15	Group_1	PayAsYouGo	145.805	38	No	FALSE	2393	58	3	2	33
Client0956	30	Group_3	PayAsYouGo	282.28	38	No	FALSE	3775	82	11	32	28
Client0957	30	Group_3	PayAsYouGo	1235.96	38	No	FALSE	2360	39	4	285	18
Client0958	30	Group_3	PayAsYouGo	945.44	37	No	FALSE	9115	121	13	144	43
Client0959	30	Group_3	PayAsYouGo	557.68	38	No	FALSE	13773	169	7	0	44
Client0960	30	Group_3	PayAsYouGo	191.92	38	No	FALSE	4515	83	7	2	25
Client0961	30	Group_3	PayAsYouGo	268.52	38	No	FALSE	5918	95	6	7	12
Client0963	30	Group_3	PayAsYouGo	830.6	38	No	FALSE	15140	225	25	54	32
Client0964	30	Group_3	PayAsYouGo	2056.88	38	No	FALSE	3095	27	4	483	8
Client0965	25	Group_2	PayAsYouGo	1380.015	37	No	FALSE	15485	182	9	150	30
Client0966	30	Group_3	PayAsYouGo	1007.44	37	No	FALSE	6500	86	3	186	26
Client0970	25	Group_2	PayAsYouGo	2071.575	37	No	FALSE	7508	127	3	384	43
Client0971	45	Group_4	PayAsYouGo	317.975	37	No	FALSE	11465	154	7	11	47
Client0972	25	Group_2	PayAsYouGo	791.685	37	No	FALSE	6718	75	8	108	37
Client0974	55	Group_5	PayAsYouGo	159.42	36	Yes	FALSE	10435	93	21	1	42
Client0975	25	Group_2	PayAsYouGo	383.22	36	No	TRUE	5818	98	13	26	24
Client0976	30	Group_3	PayAsYouGo	114.48	34	No	FALSE	2840	22	1	0	14
Client0980	30	Group_3	PayAsYouGo	67.72	36	No	FALSE	1668	25	1	0	6
Client0981	55	Group_5	PayAsYouGo	124.23	33	No	FALSE	6785	97	3	14	22
Client0983	55	Group_5	PayAsYouGo	11.13	36	No	FALSE	338	4	0	4	2
Client0984	25	Group_2	PayAsYouGo	734.085	31	No	FALSE	16075	238	25	0	80
Client0985	25	Group_2	Contractual	1538.145	34	No	FALSE	6965	116	6	271	33
Client0986	25	Group_2	PayAsYouGo	180	36	No	FALSE	3718	82	2	2	28
Client0988	25	Group_2	PayAsYouGo	914.985	36	No	FALSE	2780	53	6	175	23
Client0989	25	Group_2	Contractual	929.295	27	Yes	TRUE	1315	36	4	193	11
Client0990	45	Group_4	PayAsYouGo	115.175	26	No	FALSE	1568	39	4	30	68
Client0993	25	Group_2	PayAsYouGo	142.065	25	No	FALSE	1225	32	10	19	13
Client0994	30	Group_3	PayAsYouGo	163.44	25	No	FALSE	3225	61	2	8	23
Client0995	25	Group_2	PayAsYouGo	203.445	18	No	FALSE	1695	26	2	28	14
Client0996	25	Group_2	Contractual	676.485	17	No	FALSE	6392	141	16	85	42
Client0997	45	Group_4	PayAsYouGo	410.075	15	No	FALSE	8932	171	12	73	40
Client0998	30	Group_3	PayAsYouGo	239.88	16	No	FALSE	2852	45	8	31	19
Client0999	30	Group_3	PayAsYouGo	1037.2	9	No	FALSE	4390	40	2	215	10
Client1000	30	Group_3	PayAsYouGo	60.24	9	No	TRUE	1487	19	3	0	7
Client1001	30	Group_3	PayAsYouGo	197.64	38	No	FALSE	4370	71	8	5	17
Client1003	30	Group_3	PayAsYouGo	1536.52	37	No	FALSE	2453	60	10	359	24
Client1004	15	Group_1	PayAsYouGo	240.02	38	No	FALSE	4198	66	10	1	35
Client1005	15	Group_1	PayAsYouGo	145.805	38	No	FALSE	2393	58	3	2	33
Client1006	30	Group_3	PayAsYouGo	282.28	38	No	FALSE	3775	82	11	32	28
Client1007	30	Group_3	PayAsYouGo	1235.96	38	No	FALSE	2360	39	4	285	18
Client1008	30	Group_3	PayAsYouGo	945.44	37	No	FALSE	9115	121	13	144	43
Client1009	30	Group_3	PayAsYouGo	557.68	38	No	FALSE	13773	169	7	0	44
Client1010	30	Group_3	PayAsYouGo	191.92	38	No	FALSE	4515	83	7	2	25
Client1011	30	Group_3	PayAsYouGo	268.52	38	No	FALSE	5918	95	6	7	12
Client1013	30	Group_3	PayAsYouGo	830.6	38	No	FALSE	15140	225	25	54	32
Client1014	30	Group_3	PayAsYouGo	2056.88	38	No	FALSE	3095	27	4	483	8
Client1015	25	Group_2	PayAsYouGo	1380.015	37	No	FALSE	15485	182	9	150	30
Client1016	30	Group_3	PayAsYouGo	1007.44	37	No	FALSE	6500	86	3	186	26
Client1020	25	Group_2	PayAsYouGo	2071.575	37	No	FALSE	7508	127	3	384	43
Client1021	45	Group_4	PayAsYouGo	317.975	37	No	FALSE	11465	154	7	11	47
Client1022	25	Group_2	PayAsYouGo	791.685	37	No	FALSE	6718	75	8	108	37
Client1024	55	Group_5	PayAsYouGo	159.42	36	No	FALSE	10435	93	21	1	42
Client1025	25	Group_2	PayAsYouGo	383.22	36	Yes	TRUE	5818	98	13	26	24
Client1026	30	Group_3	PayAsYouGo	114.48	34	No	FALSE	2840	22	1	0	14
Client1030	30	Group_3	PayAsYouGo	67.72	36	No	FALSE	1668	25	1	0	6
Client1031	55	Group_5	PayAsYouGo	124.23	33	No	FALSE	6785	97	3	14	22
Client1033	55	Group_5	PayAsYouGo	11.13	36	No	FALSE	338	4	0	4	2
Client1034	25	Group_2	PayAsYouGo	734.085	31	Yes	FALSE	16075	238	25	0	80
Client1035	25	Group_2	Contractual	1538.145	34	No	FALSE	6965	116	6	271	33
Client1036	25	Group_2	PayAsYouGo	180	36	No	FALSE	3718	82	2	2	28
Client1038	25	Group_2	PayAsYouGo	914.985	36	No	FALSE	2780	53	6	175	23
Client1039	25	Group_2	Contractual	929.295	27	No	FALSE	1315	36	4	193	11
Client1040	45	Group_4	PayAsYouGo	115.175	26	No	FALSE	1568	39	4	30	68
Client1043	25	Group_2	PayAsYouGo	142.065	25	No	FALSE	1225	32	10	19	13
Client1044	30	Group_3	PayAsYouGo	163.44	25	No	FALSE	3225	61	2	8	23
Client1045	25	Group_2	PayAsYouGo	203.445	18	No	FALSE	1695	26	2	28	14
Client1046	25	Group_2	Contractual	676.485	17	No	FALSE	6392	141	16	85	42
Client1047	45	Group_4	PayAsYouGo	410.075	15	No	FALSE	8932	171	12	73	40
Client1048	30	Group_3	PayAsYouGo	239.88	16	No	FALSE	2852	45	8	31	19
Client1049	30	Group_3	PayAsYouGo	1037.2	9	No	FALSE	4390	40	2	215	10
Client1050	30	Group_3	PayAsYouGo	60.24	9	Yes	TRUE	1487	19	3	0	7
Client1051	25	Group_2	PayAsYouGo	185.85	36	No	FALSE	4065	65	3	0	15
Client1053	25	Group_2	PayAsYouGo	1683.09	35	No	FALSE	2148	54	5	352	22
Client1054	15	Group_1	PayAsYouGo	217.415	36	No	FALSE	3893	60	5	0	33
Client1055	15	Group_1	PayAsYouGo	117.7	36	No	FALSE	2088	52	0	0	31
Client1056	25	Group_2	PayAsYouGo	272.07	36	No	FALSE	3470	76	6	25	26
Client1057	30	Group_3	PayAsYouGo	1195.52	36	No	FALSE	2055	33	0	278	16
Client1058	30	Group_3	PayAsYouGo	905	35	No	FALSE	8810	115	8	137	41
Client1059	30	Group_3	PayAsYouGo	545.24	36	No	FALSE	13468	163	2	0	42
Client1060	30	Group_3	PayAsYouGo	171.48	36	No	FALSE	4210	77	2	0	23
Client1061	25	Group_2	PayAsYouGo	256.59	36	No	FALSE	5613	89	1	0	10
Client1063	30	Group_3	PayAsYouGo	790.16	36	No	FALSE	14835	219	20	47	30
Client1064	30	Group_3	PayAsYouGo	2016.44	36	No	FALSE	2790	21	0	476	6
Client1065	25	Group_2	PayAsYouGo	1334.52	35	No	FALSE	15180	176	4	143	28
Client1066	30	Group_3	PayAsYouGo	967	35	No	FALSE	6195	80	0	179	24
Client1070	25	Group_2	PayAsYouGo	2026.08	35	No	FALSE	7203	121	0	377	41
Client1071	30	Group_3	PayAsYouGo	468.32	35	No	FALSE	11160	148	2	4	45
Client1072	25	Group_2	PayAsYouGo	746.19	35	No	FALSE	6413	69	3	101	35
Client1074	45	Group_4	PayAsYouGo	255.425	34	No	FALSE	10130	87	16	0	40
Client1075	25	Group_2	PayAsYouGo	337.725	34	Yes	TRUE	5513	92	8	19	22
Client1076	30	Group_3	PayAsYouGo	102.04	32	No	FALSE	2535	16	0	0	12
Client1080	30	Group_3	PayAsYouGo	55.28	34	No	FALSE	1363	19	0	0	4
Client1081	45	Group_4	PayAsYouGo	181.775	31	No	FALSE	6480	91	0	7	20
Client1083	55	Group_5	PayAsYouGo	0	34	No	FALSE	0	0	0	0	0
Client1084	25	Group_2	PayAsYouGo	720.09	29	No	FALSE	15770	232	20	0	78
Client1085	25	Group_2	Contractual	1492.65	32	No	FALSE	6660	110	1	264	31
Client1086	25	Group_2	PayAsYouGo	157.005	34	No	FALSE	3413	76	0	0	26
Client1088	25	Group_2	PayAsYouGo	869.49	34	No	FALSE	2475	47	1	168	21
Client1089	25	Group_2	Contractual	883.8	25	Yes	TRUE	1010	30	0	186	9
Client1090	45	Group_4	PayAsYouGo	89.9	24	No	FALSE	1263	33	0	23	66
Client1093	25	Group_2	PayAsYouGo	96.57	23	No	FALSE	920	26	5	12	11
Client1094	30	Group_3	PayAsYouGo	123	23	No	FALSE	2920	55	0	1	21
Client1095	25	Group_2	PayAsYouGo	157.95	16	No	FALSE	1390	20	0	21	12
Client1096	15	Group_1	Contractual	771.265	15	No	FALSE	6088	135	11	78	40
Client1097	45	Group_4	PayAsYouGo	384.825	13	No	FALSE	8628	165	7	66	38
Client1098	30	Group_3	PayAsYouGo	199.48	14	No	FALSE	2548	39	3	24	17
Client1099	30	Group_3	PayAsYouGo	996.76	7	No	FALSE	4085	34	0	208	8
Client1101	25	Group_2	PayAsYouGo	202.185	38	No	FALSE	4125	68	6	3	17
Client1102	25	Group_2	PayAsYouGo	25.875	39	No	FALSE	73	2	0	5	4
Client1103	25	Group_2	PayAsYouGo	1708.425	37	No	FALSE	2208	57	8	357	24
Client1104	15	Group_1	PayAsYouGo	220.88	38	No	FALSE	3953	63	8	0	35
Client1105	15	Group_1	PayAsYouGo	121.165	38	No	FALSE	2148	55	1	0	33
Client1106	30	Group_3	PayAsYouGo	264.36	38	No	FALSE	3530	79	9	30	28
Client1107	30	Group_3	PayAsYouGo	1218.04	38	No	FALSE	2115	36	2	283	18
Client1108	30	Group_3	PayAsYouGo	927.52	37	No	FALSE	8870	118	11	142	43
Client1109	30	Group_3	PayAsYouGo	547.76	38	No	FALSE	13528	166	5	0	44
Client1110	30	Group_3	PayAsYouGo	174	38	No	FALSE	4270	80	5	0	25
Client1111	25	Group_2	PayAsYouGo	281.925	38	No	FALSE	5673	92	4	5	12
Client1112	30	Group_3	PayAsYouGo	105.76	38	No	FALSE	1993	51	7	6	17
Client1113	30	Group_3	PayAsYouGo	812.68	38	No	FALSE	14895	222	23	52	32
Client1114	30	Group_3	PayAsYouGo	2038.96	38	No	FALSE	2850	24	2	481	8
Client1115	25	Group_2	PayAsYouGo	1359.855	37	No	FALSE	15240	179	7	148	30
Client1116	30	Group_3	PayAsYouGo	989.52	37	No	FALSE	6255	83	1	184	26
Client1117	25	Group_2	PayAsYouGo	28.845	37	No	FALSE	630	11	0	0	11
Client1118	25	Group_2	PayAsYouGo	70.92	38	No	FALSE	465	11	0	11	8
Client1119	25	Group_2	PayAsYouGo	0	37	No	TRUE	0	0	0	0	0
Client1120	25	Group_2	PayAsYouGo	2051.415	37	No	FALSE	7263	124	1	382	43
Client1121	30	Group_3	PayAsYouGo	490.84	37	No	FALSE	11220	151	5	9	47
Client1122	25	Group_2	PayAsYouGo	771.525	37	No	FALSE	6473	72	6	106	37
Client1123	25	Group_2	PayAsYouGo	96.93	33	Yes	TRUE	710	44	21	14	17
Client1124	45	Group_4	PayAsYouGo	257	36	No	FALSE	10190	90	19	0	42
Client1125	25	Group_2	PayAsYouGo	363.06	36	Yes	TRUE	5573	95	11	24	24
Client1126	30	Group_3	PayAsYouGo	104.56	34	No	FALSE	2595	19	0	0	14
Client1127	30	Group_3	PayAsYouGo	139.32	35	No	TRUE	2745	38	7	7	16
Client1128	30	Group_3	PayAsYouGo	210.56	36	Yes	TRUE	2023	41	7	32	31
Client1129	30	Group_3	PayAsYouGo	0	36	No	TRUE	0	0	0	0	0
Client1130	30	Group_3	PayAsYouGo	57.8	36	No	FALSE	1423	22	0	0	6
Client1131	45	Group_4	PayAsYouGo	195.85	33	No	FALSE	6540	94	1	12	22
Client1132	45	Group_4	PayAsYouGo	27.175	36	No	TRUE	383	4	0	7	4
Client1133	55	Group_5	PayAsYouGo	4.41	36	No	FALSE	93	1	0	2	2
Client1134	25	Group_2	PayAsYouGo	722.925	31	No	FALSE	15830	235	23	0	80
Client1135	25	Group_2	Contractual	1517.985	34	No	FALSE	6720	113	4	269	33
Client1136	25	Group_2	PayAsYouGo	159.84	36	No	FALSE	3473	79	0	0	28
Client1137	30	Group_3	PayAsYouGo	202.44	35	No	FALSE	1420	41	1	36	20
Client1138	25	Group_2	PayAsYouGo	894.825	36	No	FALSE	2535	50	4	173	23
Client1139	25	Group_2	Contractual	909.135	27	Yes	FALSE	1070	33	2	191	11
Client1140	45	Group_4	PayAsYouGo	103.975	26	No	FALSE	1323	36	2	28	68
Client1141	25	Group_2	PayAsYouGo	57.465	27	No	FALSE	455	22	9	8	7
Client1142	45	Group_4	PayAsYouGo	62.175	26	No	FALSE	580	7	0	19	3
Client1143	25	Group_2	PayAsYouGo	121.905	25	No	FALSE	980	29	8	17	13
Client1144	30	Group_3	PayAsYouGo	145.52	25	No	FALSE	2980	58	0	6	23
Client1145	25	Group_2	PayAsYouGo	183.285	18	No	FALSE	1450	23	0	26	14
Client1146	15	Group_1	Contractual	802.23	17	Yes	FALSE	6148	138	14	83	42
Client1147	45	Group_4	PayAsYouGo	398.9	15	No	FALSE	8688	168	10	71	40
Client1148	30	Group_3	PayAsYouGo	222	16	No	FALSE	2608	42	6	29	19
Client1149	30	Group_3	PayAsYouGo	1019.28	9	No	FALSE	4145	37	0	213	10
Client1150	30	Group_3	PayAsYouGo	50.36	9	Yes	TRUE	1243	16	1	0	7
Client1151	25	Group_2	PayAsYouGo	183.015	34	No	FALSE	4005	62	0	0	13
Client1153	25	Group_2	PayAsYouGo	1657.755	33	No	FALSE	2088	51	2	347	20
Client1154	25	Group_2	PayAsYouGo	175.05	34	No	FALSE	3833	57	2	0	31
Client1155	15	Group_1	PayAsYouGo	114.235	34	No	FALSE	2028	49	0	0	29
Client1156	25	Group_2	PayAsYouGo	246.735	34	No	FALSE	3410	73	3	20	24
Client1157	30	Group_3	PayAsYouGo	1173	34	No	FALSE	1995	30	0	273	14
Client1158	30	Group_3	PayAsYouGo	882.48	33	No	FALSE	8750	112	5	132	39
Client1159	30	Group_3	PayAsYouGo	542.72	34	No	FALSE	13408	160	0	0	40
Client1160	30	Group_3	PayAsYouGo	168.96	34	No	FALSE	4150	74	0	0	21
Client1161	25	Group_2	PayAsYouGo	253.755	34	No	FALSE	5553	86	0	0	8
Client1163	25	Group_2	PayAsYouGo	863.595	34	No	FALSE	14775	216	17	42	28
Client1164	30	Group_3	PayAsYouGo	1993.92	34	No	FALSE	2730	18	0	471	4
Client1165	25	Group_2	PayAsYouGo	1309.185	33	No	FALSE	15120	173	1	138	26
Client1166	30	Group_3	PayAsYouGo	944.48	33	No	FALSE	6135	77	0	174	22
Client1170	25	Group_2	PayAsYouGo	2000.745	33	No	FALSE	7143	118	0	372	39
Client1171	30	Group_3	PayAsYouGo	449.8	33	No	FALSE	11100	145	0	0	43
Client1172	25	Group_2	PayAsYouGo	720.855	33	No	FALSE	6353	66	0	96	33
Client1174	45	Group_4	PayAsYouGo	253.85	32	No	FALSE	10070	84	13	0	38
Client1175	25	Group_2	PayAsYouGo	312.39	32	Yes	TRUE	5453	89	5	14	20
Client1176	30	Group_3	PayAsYouGo	99.52	30	No	FALSE	2475	13	0	0	10
Client1180	30	Group_3	PayAsYouGo	52.76	32	No	FALSE	1303	16	0	0	2
Client1181	45	Group_4	PayAsYouGo	167.7	29	No	FALSE	6420	88	0	2	18
Client1183	45	Group_4	PayAsYouGo	0	32	No	FALSE	0	0	0	0	0
Client1184	25	Group_2	PayAsYouGo	717.255	27	No	FALSE	15710	229	17	0	76
Client1185	25	Group_2	Contractual	1467.315	30	No	FALSE	6600	107	0	259	29
Client1186	25	Group_2	PayAsYouGo	154.17	32	No	FALSE	3353	73	0	0	24
Client1188	25	Group_2	PayAsYouGo	844.155	32	No	FALSE	2415	44	0	163	19
Client1189	25	Group_2	Contractual	858.465	23	No	FALSE	950	27	0	181	7
Client1190	45	Group_4	PayAsYouGo	75.825	22	No	FALSE	1203	30	0	18	64
Client1193	25	Group_2	PayAsYouGo	71.235	21	No	FALSE	860	23	2	7	9
Client1194	30	Group_3	PayAsYouGo	116.48	21	No	FALSE	2860	52	0	0	19
Client1195	25	Group_2	PayAsYouGo	132.615	14	No	FALSE	1330	17	0	16	10
Client1196	15	Group_1	Contractual	740.3	13	No	FALSE	6028	132	8	73	38
Client1197	45	Group_4	PayAsYouGo	370.75	11	No	FALSE	8568	162	4	61	36
Client1198	30	Group_3	PayAsYouGo	176.96	12	No	FALSE	2488	36	0	19	15
Client1199	30	Group_3	PayAsYouGo	974.24	5	No	FALSE	4025	31	0	203	6
Client1201	25	Group_2	PayAsYouGo	225.54	40	No	FALSE	4145	67	4	8	19
Client1203	25	Group_2	PayAsYouGo	1731.78	39	No	FALSE	2228	56	6	362	26
Client1204	25	Group_2	PayAsYouGo	199.575	40	No	FALSE	3973	62	6	4	37
Client1205	15	Group_1	PayAsYouGo	149.71	40	No	FALSE	2168	54	0	5	35
Client1206	30	Group_3	PayAsYouGo	285.12	40	No	FALSE	3550	78	7	35	30
Client1207	30	Group_3	PayAsYouGo	1238.8	40	No	FALSE	2135	35	0	288	20
Client1208	30	Group_3	PayAsYouGo	948.28	39	No	FALSE	8890	117	9	147	45
Client1209	30	Group_3	PayAsYouGo	560.52	40	No	FALSE	13548	165	3	3	46
Client1210	30	Group_3	PayAsYouGo	194.76	40	No	FALSE	4290	79	3	5	27
Client1211	25	Group_2	PayAsYouGo	305.28	40	No	FALSE	5693	91	2	10	14
Client1213	30	Group_3	PayAsYouGo	833.44	40	No	FALSE	14915	221	21	57	34
Client1214	30	Group_3	PayAsYouGo	2059.72	40	No	FALSE	2870	23	0	486	10
Client1215	25	Group_2	PayAsYouGo	1383.21	39	No	FALSE	15260	178	5	153	32
Client1216	30	Group_3	PayAsYouGo	1010.28	39	No	FALSE	6275	82	0	189	28
Client1220	25	Group_2	PayAsYouGo	2074.77	39	No	FALSE	7283	123	0	387	45
Client1221	30	Group_3	PayAsYouGo	511.6	39	No	FALSE	11240	150	3	14	49
Client1222	25	Group_2	PayAsYouGo	794.88	39	No	FALSE	6493	71	4	111	39
