"customer_id"	"age"	"age_group"	"plan_type"	"customer_value"	"subscription_in_months"	"complain_registered"	"lost_customer"
"Client0883"	55	"Group_5"	"PayAsYouGo"	33.945	37	"No"	FALSE
"Client0884"	25	"Group_2"	"PayAsYouGo"	802.53	32	"Yes"	FALSE
"Client0885"	30	"Group_3"	"Contractual"	1428.08	35	"Yes"	FALSE
"Client0886"	30	"Group_3"	"PayAsYouGo"	220.84	37	"No"	FALSE
"Client0888"	25	"Group_2"	"PayAsYouGo"	983.43	37	"No"	FALSE
"Client0889"	30	"Group_3"	"Contractual"	886.88	28	"No"	FALSE
"Client0890"	45	"Group_4"	"PayAsYouGo"	153.2	27	"No"	FALSE
"Client0893"	25	"Group_2"	"PayAsYouGo"	210.51	26	"No"	FALSE
"Client0894"	30	"Group_3"	"PayAsYouGo"	224.28	26	"No"	FALSE
"Client0895"	25	"Group_2"	"PayAsYouGo"	271.89	19	"No"	FALSE
"Client0896"	25	"Group_2"	"Contractual"	744.93	18	"No"	FALSE
"Client0897"	55	"Group_5"	"PayAsYouGo"	268.86	16	"No"	FALSE
"Client0898"	30	"Group_3"	"Contractual"	300.72	17	"No"	FALSE
"Client0899"	30	"Group_3"	"PayAsYouGo"	1098.04	10	"No"	FALSE
"Client0900"	30	"Group_3"	"PayAsYouGo"	121.08	10	"No"	TRUE
"Client0901"	25	"Group_2"	"PayAsYouGo"	167.4	37	"No"	FALSE
"Client0903"	25	"Group_2"	"PayAsYouGo"	1583.64	36	"No"	FALSE
"Client0904"	15	"Group_1"	"PayAsYouGo"	194.865	37	"No"	FALSE
"Client0905"	15	"Group_1"	"PayAsYouGo"	95.15	37	"No"	FALSE
"Client0906"	30	"Group_3"	"PayAsYouGo"	153.44	37	"No"	FALSE
"Client0907"	30	"Group_3"	"PayAsYouGo"	1107.12	37	"No"	FALSE
"Client0908"	30	"Group_3"	"PayAsYouGo"	816.6	36	"No"	FALSE
"Client0909"	30	"Group_3"	"PayAsYouGo"	528.84	37	"No"	FALSE
"Client0910"	30	"Group_3"	"PayAsYouGo"	155.08	37	"No"	FALSE
"Client0911"	25	"Group_2"	"PayAsYouGo"	238.14	37	"No"	FALSE
"Client0913"	30	"Group_3"	"PayAsYouGo"	701.76	37	"No"	FALSE
"Client0914"	30	"Group_3"	"PayAsYouGo"	1928.04	37	"No"	FALSE
"Client0915"	25	"Group_2"	"PayAsYouGo"	1235.07	36	"No"	FALSE
"Client0916"	30	"Group_3"	"PayAsYouGo"	878.6	36	"No"	FALSE
"Client0920"	25	"Group_2"	"PayAsYouGo"	1926.63	36	"No"	FALSE
"Client0921"	30	"Group_3"	"PayAsYouGo"	435.92	36	"No"	FALSE
"Client0922"	25	"Group_2"	"PayAsYouGo"	646.74	36	"No"	FALSE
"Client0924"	45	"Group_4"	"PayAsYouGo"	245.175	35	"No"	FALSE
"Client0925"	25	"Group_2"	"PayAsYouGo"	238.275	35	"No"	TRUE
"Client0926"	30	"Group_3"	"PayAsYouGo"	85.64	33	"No"	FALSE
"Client0930"	30	"Group_3"	"PayAsYouGo"	38.88	35	"No"	FALSE
"Client0931"	45	"Group_4"	"PayAsYouGo"	154.025	32	"No"	FALSE
"Client0933"	55	"Group_5"	"PayAsYouGo"	0	35	"No"	FALSE
"Client0934"	25	"Group_2"	"PayAsYouGo"	701.64	30	"No"	FALSE
"Client0935"	25	"Group_2"	"Contractual"	1393.2	33	"No"	FALSE
"Client0936"	25	"Group_2"	"PayAsYouGo"	138.555	35	"No"	FALSE
"Client0938"	25	"Group_2"	"PayAsYouGo"	770.04	35	"No"	FALSE
"Client0939"	25	"Group_2"	"Contractual"	784.35	26	"No"	FALSE
"Client0940"	45	"Group_4"	"PayAsYouGo"	34.65	25	"No"	FALSE
"Client0943"	25	"Group_2"	"PayAsYouGo"	24.12	24	"No"	FALSE
"Client0944"	30	"Group_3"	"PayAsYouGo"	102.6	24	"No"	FALSE
"Client0945"	25	"Group_2"	"PayAsYouGo"	58.5	17	"No"	FALSE
"Client0946"	15	"Group_1"	"Contractual"	649.66	16	"No"	FALSE
"Client0947"	45	"Group_4"	"PayAsYouGo"	329.55	14	"No"	FALSE
"Client0948"	30	"Group_3"	"PayAsYouGo"	111.04	15	"No"	FALSE
"Client0949"	30	"Group_3"	"PayAsYouGo"	908.36	8	"No"	FALSE
"Client0950"	30	"Group_3"	"PayAsYouGo"	31.4	8	"No"	TRUE
"Client0951"	30	"Group_3"	"PayAsYouGo"	197.64	38	"No"	FALSE
"Client0953"	30	"Group_3"	"PayAsYouGo"	1536.52	37	"No"	FALSE
"Client0954"	15	"Group_1"	"PayAsYouGo"	240.02	38	"No"	FALSE
"Client0955"	15	"Group_1"	"PayAsYouGo"	145.805	38	"No"	FALSE
"Client0956"	30	"Group_3"	"PayAsYouGo"	282.28	38	"No"	FALSE
"Client0957"	30	"Group_3"	"PayAsYouGo"	1235.96	38	"No"	FALSE
"Client0958"	30	"Group_3"	"PayAsYouGo"	945.44	37	"No"	FALSE
"Client0959"	30	"Group_3"	"PayAsYouGo"	557.68	38	"No"	FALSE
"Client0960"	30	"Group_3"	"PayAsYouGo"	191.92	38	"No"	FALSE
"Client0961"	30	"Group_3"	"PayAsYouGo"	268.52	38	"No"	FALSE
"Client0963"	30	"Group_3"	"PayAsYouGo"	830.6	38	"No"	FALSE
"Client0964"	30	"Group_3"	"PayAsYouGo"	2056.88	38	"No"	FALSE
"Client0965"	25	"Group_2"	"PayAsYouGo"	1380.015	37	"No"	FALSE
"Client0966"	30	"Group_3"	"PayAsYouGo"	1007.44	37	"No"	FALSE
"Client0970"	25	"Group_2"	"PayAsYouGo"	2071.575	37	"No"	FALSE
"Client0971"	45	"Group_4"	"PayAsYouGo"	317.975	37	"No"	FALSE
"Client0972"	25	"Group_2"	"PayAsYouGo"	791.685	37	"No"	FALSE
"Client0974"	55	"Group_5"	"PayAsYouGo"	159.42	36	"Yes"	FALSE
"Client0975"	25	"Group_2"	"PayAsYouGo"	383.22	36	"No"	TRUE
"Client0976"	30	"Group_3"	"PayAsYouGo"	114.48	34	"No"	FALSE
"Client0980"	30	"Group_3"	"PayAsYouGo"	67.72	36	"No"	FALSE
"Client0981"	55	"Group_5"	"PayAsYouGo"	124.23	33	"No"	FALSE
"Client0983"	55	"Group_5"	"PayAsYouGo"	11.13	36	"No"	FALSE
"Client0984"	25	"Group_2"	"PayAsYouGo"	734.085	31	"No"	FALSE
"Client0985"	25	"Group_2"	"Contractual"	1538.145	34	"No"	FALSE
"Client0986"	25	"Group_2"	"PayAsYouGo"	180	36	"No"	FALSE
"Client0988"	25	"Group_2"	"PayAsYouGo"	914.985	36	"No"	FALSE
"Client0989"	25	"Group_2"	"Contractual"	929.295	27	"Yes"	TRUE
"Client0990"	45	"Group_4"	"PayAsYouGo"	115.175	26	"No"	FALSE
"Client0993"	25	"Group_2"	"PayAsYouGo"	142.065	25	"No"	FALSE
"Client0994"	30	"Group_3"	"PayAsYouGo"	163.44	25	"No"	FALSE
"Client0995"	25	"Group_2"	"PayAsYouGo"	203.445	18	"No"	FALSE
"Client0996"	25	"Group_2"	"Contractual"	676.485	17	"No"	FALSE
"Client0997"	45	"Group_4"	"PayAsYouGo"	410.075	15	"No"	FALSE
"Client0998"	30	"Group_3"	"PayAsYouGo"	239.88	16	"No"	FALSE
"Client0999"	30	"Group_3"	"PayAsYouGo"	1037.2	9	"No"	FALSE
"Client1000"	30	"Group_3"	"PayAsYouGo"	60.24	9	"No"	TRUE
"Client1001"	30	"Group_3"	"PayAsYouGo"	197.64	38	"No"	FALSE
"Client1003"	30	"Group_3"	"PayAsYouGo"	1536.52	37	"No"	FALSE
"Client1004"	15	"Group_1"	"PayAsYouGo"	240.02	38	"No"	FALSE
"Client1005"	15	"Group_1"	"PayAsYouGo"	145.805	38	"No"	FALSE
"Client1006"	30	"Group_3"	"PayAsYouGo"	282.28	38	"No"	FALSE
"Client1007"	30	"Group_3"	"PayAsYouGo"	1235.96	38	"No"	FALSE
"Client1008"	30	"Group_3"	"PayAsYouGo"	945.44	37	"No"	FALSE
"Client1009"	30	"Group_3"	"PayAsYouGo"	557.68	38	"No"	FALSE
"Client1010"	30	"Group_3"	"PayAsYouGo"	191.92	38	"No"	FALSE
"Client1011"	30	"Group_3"	"PayAsYouGo"	268.52	38	"No"	FALSE
"Client1013"	30	"Group_3"	"PayAsYouGo"	830.6	38	"No"	FALSE
"Client1014"	30	"Group_3"	"PayAsYouGo"	2056.88	38	"No"	FALSE
"Client1015"	25	"Group_2"	"PayAsYouGo"	1380.015	37	"No"	FALSE
"Client1016"	30	"Group_3"	"PayAsYouGo"	1007.44	37	"No"	FALSE
"Client1020"	25	"Group_2"	"PayAsYouGo"	2071.575	37	"No"	FALSE
"Client1021"	45	"Group_4"	"PayAsYouGo"	317.975	37	"No"	FALSE
"Client1022"	25	"Group_2"	"PayAsYouGo"	791.685	37	"No"	FALSE
"Client1024"	55	"Group_5"	"PayAsYouGo"	159.42	36	"No"	FALSE
"Client1025"	25	"Group_2"	"PayAsYouGo"	383.22	36	"Yes"	TRUE
"Client1026"	30	"Group_3"	"PayAsYouGo"	114.48	34	"No"	FALSE
"Client1030"	30	"Group_3"	"PayAsYouGo"	67.72	36	"No"	FALSE
"Client1031"	55	"Group_5"	"PayAsYouGo"	124.23	33	"No"	FALSE
"Client1033"	55	"Group_5"	"PayAsYouGo"	11.13	36	"No"	FALSE
"Client1034"	25	"Group_2"	"PayAsYouGo"	734.085	31	"Yes"	FALSE
"Client1035"	25	"Group_2"	"Contractual"	1538.145	34	"No"	FALSE
"Client1036"	25	"Group_2"	"PayAsYouGo"	180	36	"No"	FALSE
"Client1038"	25	"Group_2"	"PayAsYouGo"	914.985	36	"No"	FALSE
"Client1039"	25	"Group_2"	"Contractual"	929.295	27	"No"	FALSE
"Client1040"	45	"Group_4"	"PayAsYouGo"	115.175	26	"No"	FALSE
"Client1043"	25	"Group_2"	"PayAsYouGo"	142.065	25	"No"	FALSE
"Client1044"	30	"Group_3"	"PayAsYouGo"	163.44	25	"No"	FALSE
"Client1045"	25	"Group_2"	"PayAsYouGo"	203.445	18	"No"	FALSE
"Client1046"	25	"Group_2"	"Contractual"	676.485	17	"No"	FALSE
"Client1047"	45	"Group_4"	"PayAsYouGo"	410.075	15	"No"	FALSE
"Client1048"	30	"Group_3"	"PayAsYouGo"	239.88	16	"No"	FALSE
"Client1049"	30	"Group_3"	"PayAsYouGo"	1037.2	9	"No"	FALSE
"Client1050"	30	"Group_3"	"PayAsYouGo"	60.24	9	"Yes"	TRUE
"Client1051"	25	"Group_2"	"PayAsYouGo"	185.85	36	"No"	FALSE
"Client1053"	25	"Group_2"	"PayAsYouGo"	1683.09	35	"No"	FALSE
"Client1054"	15	"Group_1"	"PayAsYouGo"	217.415	36	"No"	FALSE
"Client1055"	15	"Group_1"	"PayAsYouGo"	117.7	36	"No"	FALSE
"Client1056"	25	"Group_2"	"PayAsYouGo"	272.07	36	"No"	FALSE
"Client1057"	30	"Group_3"	"PayAsYouGo"	1195.52	36	"No"	FALSE
"Client1058"	30	"Group_3"	"PayAsYouGo"	905	35	"No"	FALSE
"Client1059"	30	"Group_3"	"PayAsYouGo"	545.24	36	"No"	FALSE
"Client1060"	30	"Group_3"	"PayAsYouGo"	171.48	36	"No"	FALSE
"Client1061"	25	"Group_2"	"PayAsYouGo"	256.59	36	"No"	FALSE
"Client1063"	30	"Group_3"	"PayAsYouGo"	790.16	36	"No"	FALSE
"Client1064"	30	"Group_3"	"PayAsYouGo"	2016.44	36	"No"	FALSE
"Client1065"	25	"Group_2"	"PayAsYouGo"	1334.52	35	"No"	FALSE
"Client1066"	30	"Group_3"	"PayAsYouGo"	967	35	"No"	FALSE
"Client1070"	25	"Group_2"	"PayAsYouGo"	2026.08	35	"No"	FALSE
"Client1071"	30	"Group_3"	"PayAsYouGo"	468.32	35	"No"	FALSE
"Client1072"	25	"Group_2"	"PayAsYouGo"	746.19	35	"No"	FALSE
"Client1074"	45	"Group_4"	"PayAsYouGo"	255.425	34	"No"	FALSE
"Client1075"	25	"Group_2"	"PayAsYouGo"	337.725	34	"Yes"	TRUE
"Client1076"	30	"Group_3"	"PayAsYouGo"	102.04	32	"No"	FALSE
"Client1080"	30	"Group_3"	"PayAsYouGo"	55.28	34	"No"	FALSE
"Client1081"	45	"Group_4"	"PayAsYouGo"	181.775	31	"No"	FALSE
"Client1083"	55	"Group_5"	"PayAsYouGo"	0	34	"No"	FALSE
"Client1084"	25	"Group_2"	"PayAsYouGo"	720.09	29	"No"	FALSE
"Client1085"	25	"Group_2"	"Contractual"	1492.65	32	"No"	FALSE
"Client1086"	25	"Group_2"	"PayAsYouGo"	157.005	34	"No"	FALSE
"Client1088"	25	"Group_2"	"PayAsYouGo"	869.49	34	"No"	FALSE
"Client1089"	25	"Group_2"	"Contractual"	883.8	25	"Yes"	TRUE
"Client1090"	45	"Group_4"	"PayAsYouGo"	89.9	24	"No"	FALSE
"Client1093"	25	"Group_2"	"PayAsYouGo"	96.57	23	"No"	FALSE
"Client1094"	30	"Group_3"	"PayAsYouGo"	123	23	"No"	FALSE
"Client1095"	25	"Group_2"	"PayAsYouGo"	157.95	16	"No"	FALSE
"Client1096"	15	"Group_1"	"Contractual"	771.265	15	"No"	FALSE
"Client1097"	45	"Group_4"	"PayAsYouGo"	384.825	13	"No"	FALSE
"Client1098"	30	"Group_3"	"PayAsYouGo"	199.48	14	"No"	FALSE
"Client1099"	30	"Group_3"	"PayAsYouGo"	996.76	7	"No"	FALSE
"Client1101"	25	"Group_2"	"PayAsYouGo"	202.185	38	"No"	FALSE
"Client1102"	25	"Group_2"	"PayAsYouGo"	25.875	39	"No"	FALSE
"Client1103"	25	"Group_2"	"PayAsYouGo"	1708.425	37	"No"	FALSE
"Client1104"	15	"Group_1"	"PayAsYouGo"	220.88	38	"No"	FALSE
"Client1105"	15	"Group_1"	"PayAsYouGo"	121.165	38	"No"	FALSE
"Client1106"	30	"Group_3"	"PayAsYouGo"	264.36	38	"No"	FALSE
"Client1107"	30	"Group_3"	"PayAsYouGo"	1218.04	38	"No"	FALSE
"Client1108"	30	"Group_3"	"PayAsYouGo"	927.52	37	"No"	FALSE
"Client1109"	30	"Group_3"	"PayAsYouGo"	547.76	38	"No"	FALSE
"Client1110"	30	"Group_3"	"PayAsYouGo"	174	38	"No"	FALSE
"Client1111"	25	"Group_2"	"PayAsYouGo"	281.925	38	"No"	FALSE
"Client1112"	30	"Group_3"	"PayAsYouGo"	105.76	38	"No"	FALSE
"Client1113"	30	"Group_3"	"PayAsYouGo"	812.68	38	"No"	FALSE
"Client1114"	30	"Group_3"	"PayAsYouGo"	2038.96	38	"No"	FALSE
"Client1115"	25	"Group_2"	"PayAsYouGo"	1359.855	37	"No"	FALSE
"Client1116"	30	"Group_3"	"PayAsYouGo"	989.52	37	"No"	FALSE
"Client1117"	25	"Group_2"	"PayAsYouGo"	28.845	37	"No"	FALSE
"Client1118"	25	"Group_2"	"PayAsYouGo"	70.92	38	"No"	FALSE
"Client1119"	25	"Group_2"	"PayAsYouGo"	0	37	"No"	TRUE
"Client1120"	25	"Group_2"	"PayAsYouGo"	2051.415	37	"No"	FALSE
"Client1121"	30	"Group_3"	"PayAsYouGo"	490.84	37	"No"	FALSE
"Client1122"	25	"Group_2"	"PayAsYouGo"	771.525	37	"No"	FALSE
"Client1123"	25	"Group_2"	"PayAsYouGo"	96.93	33	"Yes"	TRUE
"Client1124"	45	"Group_4"	"PayAsYouGo"	257	36	"No"	FALSE
"Client1125"	25	"Group_2"	"PayAsYouGo"	363.06	36	"Yes"	TRUE
"Client1126"	30	"Group_3"	"PayAsYouGo"	104.56	34	"No"	FALSE
"Client1127"	30	"Group_3"	"PayAsYouGo"	139.32	35	"No"	TRUE
"Client1128"	30	"Group_3"	"PayAsYouGo"	210.56	36	"Yes"	TRUE
"Client1129"	30	"Group_3"	"PayAsYouGo"	0	36	"No"	TRUE
"Client1130"	30	"Group_3"	"PayAsYouGo"	57.8	36	"No"	FALSE
"Client1131"	45	"Group_4"	"PayAsYouGo"	195.85	33	"No"	FALSE
"Client1132"	45	"Group_4"	"PayAsYouGo"	27.175	36	"No"	TRUE
"Client1133"	55	"Group_5"	"PayAsYouGo"	4.41	36	"No"	FALSE
"Client1134"	25	"Group_2"	"PayAsYouGo"	722.925	31	"No"	FALSE
"Client1135"	25	"Group_2"	"Contractual"	1517.985	34	"No"	FALSE
"Client1136"	25	"Group_2"	"PayAsYouGo"	159.84	36	"No"	FALSE
"Client1137"	30	"Group_3"	"PayAsYouGo"	202.44	35	"No"	FALSE
"Client1138"	25	"Group_2"	"PayAsYouGo"	894.825	36	"No"	FALSE
"Client1139"	25	"Group_2"	"Contractual"	909.135	27	"Yes"	FALSE
"Client1140"	45	"Group_4"	"PayAsYouGo"	103.975	26	"No"	FALSE
"Client1141"	25	"Group_2"	"PayAsYouGo"	57.465	27	"No"	FALSE
"Client1142"	45	"Group_4"	"PayAsYouGo"	62.175	26	"No"	FALSE
"Client1143"	25	"Group_2"	"PayAsYouGo"	121.905	25	"No"	FALSE
"Client1144"	30	"Group_3"	"PayAsYouGo"	145.52	25	"No"	FALSE
"Client1145"	25	"Group_2"	"PayAsYouGo"	183.285	18	"No"	FALSE
"Client1146"	15	"Group_1"	"Contractual"	802.23	17	"Yes"	FALSE
"Client1147"	45	"Group_4"	"PayAsYouGo"	398.9	15	"No"	FALSE
"Client1148"	30	"Group_3"	"PayAsYouGo"	222	16	"No"	FALSE
"Client1149"	30	"Group_3"	"PayAsYouGo"	1019.28	9	"No"	FALSE
"Client1150"	30	"Group_3"	"PayAsYouGo"	50.36	9	"Yes"	TRUE
"Client1151"	25	"Group_2"	"PayAsYouGo"	183.015	34	"No"	FALSE
"Client1153"	25	"Group_2"	"PayAsYouGo"	1657.755	33	"No"	FALSE
"Client1154"	25	"Group_2"	"PayAsYouGo"	175.05	34	"No"	FALSE
"Client1155"	15	"Group_1"	"PayAsYouGo"	114.235	34	"No"	FALSE
"Client1156"	25	"Group_2"	"PayAsYouGo"	246.735	34	"No"	FALSE
"Client1157"	30	"Group_3"	"PayAsYouGo"	1173	34	"No"	FALSE
"Client1158"	30	"Group_3"	"PayAsYouGo"	882.48	33	"No"	FALSE
"Client1159"	30	"Group_3"	"PayAsYouGo"	542.72	34	"No"	FALSE
"Client1160"	30	"Group_3"	"PayAsYouGo"	168.96	34	"No"	FALSE
"Client1161"	25	"Group_2"	"PayAsYouGo"	253.755	34	"No"	FALSE
"Client1163"	25	"Group_2"	"PayAsYouGo"	863.595	34	"No"	FALSE
"Client1164"	30	"Group_3"	"PayAsYouGo"	1993.92	34	"No"	FALSE
"Client1165"	25	"Group_2"	"PayAsYouGo"	1309.185	33	"No"	FALSE
"Client1166"	30	"Group_3"	"PayAsYouGo"	944.48	33	"No"	FALSE
"Client1170"	25	"Group_2"	"PayAsYouGo"	2000.745	33	"No"	FALSE
"Client1171"	30	"Group_3"	"PayAsYouGo"	449.8	33	"No"	FALSE
"Client1172"	25	"Group_2"	"PayAsYouGo"	720.855	33	"No"	FALSE
"Client1174"	45	"Group_4"	"PayAsYouGo"	253.85	32	"No"	FALSE
"Client1175"	25	"Group_2"	"PayAsYouGo"	312.39	32	"Yes"	TRUE
"Client1176"	30	"Group_3"	"PayAsYouGo"	99.52	30	"No"	FALSE
"Client1180"	30	"Group_3"	"PayAsYouGo"	52.76	32	"No"	FALSE
"Client1181"	45	"Group_4"	"PayAsYouGo"	167.7	29	"No"	FALSE
"Client1183"	45	"Group_4"	"PayAsYouGo"	0	32	"No"	FALSE
"Client1184"	25	"Group_2"	"PayAsYouGo"	717.255	27	"No"	FALSE
"Client1185"	25	"Group_2"	"Contractual"	1467.315	30	"No"	FALSE
"Client1186"	25	"Group_2"	"PayAsYouGo"	154.17	32	"No"	FALSE
"Client1188"	25	"Group_2"	"PayAsYouGo"	844.155	32	"No"	FALSE
"Client1189"	25	"Group_2"	"Contractual"	858.465	23	"No"	FALSE
"Client1190"	45	"Group_4"	"PayAsYouGo"	75.825	22	"No"	FALSE
"Client1193"	25	"Group_2"	"PayAsYouGo"	71.235	21	"No"	FALSE
"Client1194"	30	"Group_3"	"PayAsYouGo"	116.48	21	"No"	FALSE
"Client1195"	25	"Group_2"	"PayAsYouGo"	132.615	14	"No"	FALSE
"Client1196"	15	"Group_1"	"Contractual"	740.3	13	"No"	FALSE
"Client1197"	45	"Group_4"	"PayAsYouGo"	370.75	11	"No"	FALSE
"Client1198"	30	"Group_3"	"PayAsYouGo"	176.96	12	"No"	FALSE
"Client1199"	30	"Group_3"	"PayAsYouGo"	974.24	5	"No"	FALSE
"Client1201"	25	"Group_2"	"PayAsYouGo"	225.54	40	"No"	FALSE
"Client1203"	25	"Group_2"	"PayAsYouGo"	1731.78	39	"No"	FALSE
"Client1204"	25	"Group_2"	"PayAsYouGo"	199.575	40	"No"	FALSE
"Client1205"	15	"Group_1"	"PayAsYouGo"	149.71	40	"No"	FALSE
"Client1206"	30	"Group_3"	"PayAsYouGo"	285.12	40	"No"	FALSE
"Client1207"	30	"Group_3"	"PayAsYouGo"	1238.8	40	"No"	FALSE
"Client1208"	30	"Group_3"	"PayAsYouGo"	948.28	39	"No"	FALSE
"Client1209"	30	"Group_3"	"PayAsYouGo"	560.52	40	"No"	FALSE
"Client1210"	30	"Group_3"	"PayAsYouGo"	194.76	40	"No"	FALSE
"Client1211"	25	"Group_2"	"PayAsYouGo"	305.28	40	"No"	FALSE
"Client1213"	30	"Group_3"	"PayAsYouGo"	833.44	40	"No"	FALSE
"Client1214"	30	"Group_3"	"PayAsYouGo"	2059.72	40	"No"	FALSE
"Client1215"	25	"Group_2"	"PayAsYouGo"	1383.21	39	"No"	FALSE
"Client1216"	30	"Group_3"	"PayAsYouGo"	1010.28	39	"No"	FALSE
"Client1220"	25	"Group_2"	"PayAsYouGo"	2074.77	39	"No"	FALSE
"Client1221"	30	"Group_3"	"PayAsYouGo"	511.6	39	"No"	FALSE
"Client1222"	25	"Group_2"	"PayAsYouGo"	794.88	39	"No"	FALSE
"Client1224"	45	"Group_4"	"Contractual"	267.475	38	"No"	FALSE
"Client1225"	25	"Group_2"	"PayAsYouGo"	386.415	38	"No"	TRUE
"Client1226"	30	"Group_3"	"PayAsYouGo"	117.32	36	"No"	FALSE
"Client1230"	30	"Group_3"	"PayAsYouGo"	70.56	38	"No"	FALSE
"Client1231"	45	"Group_4"	"PayAsYouGo"	208.825	35	"No"	FALSE
"Client1233"	55	"Group_5"	"PayAsYouGo"	10.5	38	"No"	FALSE
"Client1234"	25	"Group_2"	"PayAsYouGo"	737.28	33	"No"	FALSE
"Client1235"	25	"Group_2"	"Contractual"	1541.34	36	"No"	FALSE
"Client1236"	25	"Group_2"	"PayAsYouGo"	183.195	38	"No"	FALSE
"Client1238"	25	"Group_2"	"PayAsYouGo"	918.18	38	"No"	FALSE
"Client1239"	25	"Group_2"	"Contractual"	932.49	29	"No"	FALSE
"Client1240"	45	"Group_4"	"PayAsYouGo"	116.95	28	"No"	FALSE
"Client1243"	25	"Group_2"	"PayAsYouGo"	145.26	27	"No"	FALSE
"Client1244"	30	"Group_3"	"PayAsYouGo"	166.28	27	"No"	FALSE
"Client1245"	25	"Group_2"	"PayAsYouGo"	206.64	20	"No"	FALSE
"Client1246"	15	"Group_1"	"Contractual"	830.775	19	"No"	FALSE
"Client1247"	45	"Group_4"	"PayAsYouGo"	411.875	17	"No"	FALSE
"Client1248"	30	"Group_3"	"PayAsYouGo"	242.76	18	"No"	FALSE
"Client1249"	30	"Group_3"	"PayAsYouGo"	1040.04	11	"No"	FALSE
"Client1250"	30	"Group_3"	"PayAsYouGo"	63.12	11	"Yes"	TRUE
"Client1251"	25	"Group_2"	"PayAsYouGo"	182.16	32	"No"	FALSE
"Client1253"	25	"Group_2"	"PayAsYouGo"	1634.4	31	"No"	FALSE
"Client1254"	15	"Group_1"	"PayAsYouGo"	212.905	32	"No"	FALSE
"Client1255"	15	"Group_1"	"PayAsYouGo"	113.19	32	"No"	FALSE
"Client1256"	25	"Group_2"	"PayAsYouGo"	223.38	32	"No"	FALSE
"Client1257"	30	"Group_3"	"PayAsYouGo"	1152.24	32	"No"	FALSE
"Client1258"	30	"Group_3"	"PayAsYouGo"	861.72	31	"No"	FALSE
"Client1259"	30	"Group_3"	"PayAsYouGo"	541.96	32	"No"	FALSE
"Client1260"	30	"Group_3"	"PayAsYouGo"	168.2	32	"No"	FALSE
"Client1261"	25	"Group_2"	"PayAsYouGo"	252.9	32	"No"	FALSE
"Client1263"	30	"Group_3"	"PayAsYouGo"	746.88	32	"No"	FALSE
"Client1264"	30	"Group_3"	"PayAsYouGo"	1973.16	32	"No"	FALSE
"Client1265"	25	"Group_2"	"PayAsYouGo"	1285.83	31	"No"	FALSE
"Client1266"	30	"Group_3"	"PayAsYouGo"	923.72	31	"No"	FALSE
"Client1270"	25	"Group_2"	"PayAsYouGo"	1977.39	31	"No"	FALSE
"Client1271"	30	"Group_3"	"PayAsYouGo"	449.04	31	"No"	FALSE
"Client1272"	25	"Group_2"	"PayAsYouGo"	697.5	31	"No"	FALSE
"Client1274"	45	"Group_4"	"PayAsYouGo"	253.375	30	"No"	FALSE
"Client1275"	25	"Group_2"	"PayAsYouGo"	289.035	30	"No"	TRUE
"Client1276"	30	"Group_3"	"PayAsYouGo"	98.76	28	"No"	FALSE
"Client1280"	30	"Group_3"	"PayAsYouGo"	52	30	"No"	FALSE
"Client1281"	45	"Group_4"	"PayAsYouGo"	162.225	27	"No"	FALSE
"Client1283"	45	"Group_4"	"PayAsYouGo"	0	30	"No"	FALSE
"Client1284"	25	"Group_2"	"PayAsYouGo"	716.4	25	"No"	FALSE
"Client1285"	25	"Group_2"	"Contractual"	1443.96	28	"No"	FALSE
"Client1286"	25	"Group_2"	"PayAsYouGo"	153.315	30	"No"	FALSE
"Client1288"	25	"Group_2"	"PayAsYouGo"	820.8	30	"No"	FALSE
"Client1289"	25	"Group_2"	"Contractual"	835.11	21	"No"	FALSE
"Client1290"	45	"Group_4"	"PayAsYouGo"	62.85	20	"No"	FALSE
"Client1293"	25	"Group_2"	"PayAsYouGo"	47.88	19	"No"	FALSE
"Client1294"	30	"Group_3"	"PayAsYouGo"	115.72	19	"No"	FALSE
"Client1295"	25	"Group_2"	"PayAsYouGo"	109.26	12	"No"	FALSE
"Client1296"	15	"Group_1"	"Contractual"	711.755	11	"No"	FALSE
"Client1297"	45	"Group_4"	"PayAsYouGo"	357.775	9	"No"	FALSE
"Client1298"	30	"Group_3"	"PayAsYouGo"	156.2	10	"No"	FALSE
"Client1299"	30	"Group_3"	"PayAsYouGo"	953.48	3	"No"	FALSE
"Client1300"	25	"Group_2"	"PayAsYouGo"	50.13	3	"No"	TRUE
"Client1301"	30	"Group_3"	"PayAsYouGo"	228	42	"No"	FALSE
"Client1303"	30	"Group_3"	"PayAsYouGo"	1566.88	41	"No"	FALSE
"Client1304"	15	"Group_1"	"PayAsYouGo"	281.765	42	"No"	FALSE
"Client1305"	15	"Group_1"	"PayAsYouGo"	187.55	42	"No"	FALSE
"Client1306"	30	"Group_3"	"PayAsYouGo"	312.64	42	"No"	FALSE
"Client1307"	30	"Group_3"	"PayAsYouGo"	1266.32	42	"No"	FALSE
"Client1308"	30	"Group_3"	"PayAsYouGo"	975.8	41	"No"	FALSE
"Client1309"	30	"Group_3"	"PayAsYouGo"	588.04	42	"No"	FALSE
"Client1310"	30	"Group_3"	"PayAsYouGo"	222.28	42	"No"	FALSE
"Client1311"	30	"Group_3"	"PayAsYouGo"	298.88	42	"No"	FALSE
"Client1313"	30	"Group_3"	"PayAsYouGo"	860.96	42	"No"	FALSE
